##X¡¢Y unit mm	
Param	XOffset=3	  YOffset=5.5	XSpan=.66	YSpan=.66	Rotate=0	Mirror=1	ZoomScale=10
##TID(%03d)	I(%02d)	J(%02d)	X(%5.2f)	Y(%5.2f)
875	12	61	 7.33	39.96
876	12	62	 7.33	40.63
877	12	63	 7.33	41.29
878	12	64	 7.33	41.96
879	12	65	 7.33	42.62
880	12	66	 7.33	43.29
881	12	67	 7.33	43.96
882	12	68	 7.33	44.62
883	12	69	 7.33	45.29
884	12	70	 7.33	45.95
885	12	71	 7.33	46.62
886	12	72	 7.33	47.29
887	12	73	 7.33	47.95
888	12	74	 7.33	48.62
889	13	1	 7.99	 0.00
890	13	2	 7.99	 0.67
891	13	3	 7.99	 1.33
892	13	4	 7.99	 2.00
893	13	5	 7.99	 2.66
894	13	6	 7.99	 3.33
895	13	7	 7.99	 4.00
896	13	8	 7.99	 4.66
897	13	9	 7.99	 5.33
898	13	10	 7.99	 5.99
899	13	11	 7.99	 6.66
900	13	12	 7.99	 7.33
901	13	13	 7.99	 7.99
902	13	14	 7.99	 8.66
903	13	15	 7.99	 9.32
904	13	16	 7.99	 9.99
905	13	17	 7.99	10.66
906	13	18	 7.99	11.32
907	13	19	 7.99	11.99
908	13	20	 7.99	12.65
909	13	21	 7.99	13.32
910	13	22	 7.99	13.99
911	13	23	 7.99	14.65
912	13	24	 7.99	15.32
913	13	25	 7.99	15.98
914	13	26	 7.99	16.65
915	13	27	 7.99	17.32
916	13	28	 7.99	17.98
917	13	29	 7.99	18.65
918	13	30	 7.99	19.31
919	13	31	 7.99	19.98
920	13	32	 7.99	20.65
921	13	33	 7.99	21.31
922	13	34	 7.99	21.98
923	13	35	 7.99	22.64
924	13	36	 7.99	23.31
925	13	37	 7.99	23.98
926	13	38	 7.99	24.64
927	13	39	 7.99	25.31
928	13	40	 7.99	25.97
929	13	41	 7.99	26.64
930	13	42	 7.99	27.31
931	13	43	 7.99	27.97
932	13	44	 7.99	28.64
933	13	45	 7.99	29.30
934	13	46	 7.99	29.97
935	13	47	 7.99	30.64
936	13	48	 7.99	31.30
937	13	49	 7.99	31.97
938	13	50	 7.99	32.63
939	13	51	 7.99	33.30
940	13	52	 7.99	33.97
941	13	53	 7.99	34.63
942	13	54	 7.99	35.30
943	13	55	 7.99	35.96
944	13	56	 7.99	36.63
945	13	57	 7.99	37.30
946	13	58	 7.99	37.96
947	13	59	 7.99	38.63
948	13	60	 7.99	39.29
949	13	61	 7.99	39.96
950	13	62	 7.99	40.63
951	13	63	 7.99	41.29
952	13	64	 7.99	41.96
953	13	65	 7.99	42.62
954	13	66	 7.99	43.29
955	13	67	 7.99	43.96
956	13	68	 7.99	44.62
957	13	69	 7.99	45.29
958	13	70	 7.99	45.95
959	13	71	 7.99	46.62
960	13	72	 7.99	47.29
961	13	73	 7.99	47.95
962	13	74	 7.99	48.62
963	14	1	 8.66	 0.00
964	14	2	 8.66	 0.67
965	14	3	 8.66	 1.33
966	14	4	 8.66	 2.00
967	14	5	 8.66	 2.66
968	14	6	 8.66	 3.33
969	14	7	 8.66	 4.00
970	14	8	 8.66	 4.66
971	14	9	 8.66	 5.33
972	14	10	 8.66	 5.99
973	14	11	 8.66	 6.66
974	14	12	 8.66	 7.33
975	14	13	 8.66	 7.99
976	14	14	 8.66	 8.66
977	14	15	 8.66	 9.32
978	14	16	 8.66	 9.99
979	14	17	 8.66	10.66
980	14	18	 8.66	11.32
981	14	19	 8.66	11.99
982	14	20	 8.66	12.65
983	14	21	 8.66	13.32
984	14	22	 8.66	13.99
985	14	23	 8.66	14.65
986	14	24	 8.66	15.32
987	14	25	 8.66	15.98
988	14	26	 8.66	16.65
989	14	27	 8.66	17.32
990	14	28	 8.66	17.98
991	14	29	 8.66	18.65
992	14	30	 8.66	19.31
993	14	31	 8.66	19.98
994	14	32	 8.66	20.65
995	14	33	 8.66	21.31
996	14	34	 8.66	21.98
997	14	35	 8.66	22.64
998	14	36	 8.66	23.31
999	14	37	 8.66	23.98
1000	14	38	 8.66	24.64
1001	14	39	 8.66	25.31
1002	14	40	 8.66	25.97
1003	14	41	 8.66	26.64
1004	14	42	 8.66	27.31
1005	14	43	 8.66	27.97
1006	14	44	 8.66	28.64
1007	14	45	 8.66	29.30
1008	14	46	 8.66	29.97
1009	14	47	 8.66	30.64
1010	14	48	 8.66	31.30
1011	14	49	 8.66	31.97
1012	14	50	 8.66	32.63
1013	14	51	 8.66	33.30
1014	14	52	 8.66	33.97
1015	14	53	 8.66	34.63
1016	14	54	 8.66	35.30
1017	14	55	 8.66	35.96
1018	14	56	 8.66	36.63
1019	14	57	 8.66	37.30
1020	14	58	 8.66	37.96
1021	14	59	 8.66	38.63
1022	14	60	 8.66	39.29
1023	14	61	 8.66	39.96
1024	14	62	 8.66	40.63
1025	14	63	 8.66	41.29
1026	14	64	 8.66	41.96
1027	14	65	 8.66	42.62
1028	14	66	 8.66	43.29
1029	14	67	 8.66	43.96
1030	14	68	 8.66	44.62
1031	14	69	 8.66	45.29
1032	14	70	 8.66	45.95
1033	14	71	 8.66	46.62
1034	14	72	 8.66	47.29
1035	14	73	 8.66	47.95
1036	14	74	 8.66	48.62
1037	15	1	 9.32	 0.00
1038	15	2	 9.32	 0.67
1039	15	3	 9.32	 1.33
1040	15	4	 9.32	 2.00
1041	15	5	 9.32	 2.66
1042	15	6	 9.32	 3.33
1043	15	7	 9.32	 4.00
1044	15	8	 9.32	 4.66
1045	15	9	 9.32	 5.33
1046	15	10	 9.32	 5.99
1047	15	11	 9.32	 6.66
1048	15	12	 9.32	 7.33
1049	15	13	 9.32	 7.99
1050	15	14	 9.32	 8.66
1051	15	15	 9.32	 9.32
1052	15	16	 9.32	 9.99
1053	15	17	 9.32	10.66
1054	15	18	 9.32	11.32
1055	15	19	 9.32	11.99
1056	15	20	 9.32	12.65
1057	15	21	 9.32	13.32
1058	15	22	 9.32	13.99
1059	15	23	 9.32	14.65
1060	15	24	 9.32	15.32
1061	15	25	 9.32	15.98
1062	15	26	 9.32	16.65
1063	15	27	 9.32	17.32
1064	15	28	 9.32	17.98
1065	15	29	 9.32	18.65
1066	15	30	 9.32	19.31
1067	15	31	 9.32	19.98
1068	15	32	 9.32	20.65
1069	15	33	 9.32	21.31
1070	15	34	 9.32	21.98
1071	15	35	 9.32	22.64
1072	15	36	 9.32	23.31
1073	15	37	 9.32	23.98
1074	15	38	 9.32	24.64
1075	15	39	 9.32	25.31
1076	15	40	 9.32	25.97
1077	15	41	 9.32	26.64
1078	15	42	 9.32	27.31
1079	15	43	 9.32	27.97
1080	15	44	 9.32	28.64
1081	15	45	 9.32	29.30
1082	15	46	 9.32	29.97
1083	15	47	 9.32	30.64
1084	15	48	 9.32	31.30
1085	15	49	 9.32	31.97
1086	15	50	 9.32	32.63
1087	15	51	 9.32	33.30
1088	15	52	 9.32	33.97
1089	15	53	 9.32	34.63
1090	15	54	 9.32	35.30
1091	15	55	 9.32	35.96
1092	15	56	 9.32	36.63
1093	15	57	 9.32	37.30
1094	15	58	 9.32	37.96
1095	15	59	 9.32	38.63
1096	15	60	 9.32	39.29
1097	15	61	 9.32	39.96
1098	15	62	 9.32	40.63
1099	15	63	 9.32	41.29
1100	15	64	 9.32	41.96
1101	15	65	 9.32	42.62
1102	15	66	 9.32	43.29
1103	15	67	 9.32	43.96
1104	15	68	 9.32	44.62
1105	15	69	 9.32	45.29
1106	15	70	 9.32	45.95
1107	15	71	 9.32	46.62
1108	15	72	 9.32	47.29
1109	15	73	 9.32	47.95
1110	15	74	 9.32	48.62
1111	16	1	 9.99	 0.00
1112	16	2	 9.99	 0.67
1113	16	3	 9.99	 1.33
1114	16	4	 9.99	 2.00
1115	16	5	 9.99	 2.66
1116	16	6	 9.99	 3.33
1117	16	7	 9.99	 4.00
1118	16	8	 9.99	 4.66
1119	16	9	 9.99	 5.33
1120	16	10	 9.99	 5.99
1121	16	11	 9.99	 6.66
1122	16	12	 9.99	 7.33
1123	16	13	 9.99	 7.99
1124	16	14	 9.99	 8.66
1125	16	15	 9.99	 9.32
1126	16	16	 9.99	 9.99
1127	16	17	 9.99	10.66
1128	16	18	 9.99	11.32
1129	16	19	 9.99	11.99
1130	16	20	 9.99	12.65
1131	16	21	 9.99	13.32
1132	16	22	 9.99	13.99
1133	16	23	 9.99	14.65
1134	16	24	 9.99	15.32
1135	16	25	 9.99	15.98
1136	16	26	 9.99	16.65
1137	16	27	 9.99	17.32
1138	16	28	 9.99	17.98
1139	16	29	 9.99	18.65
1140	16	30	 9.99	19.31
1141	16	31	 9.99	19.98
1142	16	32	 9.99	20.65
1143	16	33	 9.99	21.31
1144	16	34	 9.99	21.98
1145	16	35	 9.99	22.64
1146	16	36	 9.99	23.31
1147	16	37	 9.99	23.98
1148	16	38	 9.99	24.64
1149	16	39	 9.99	25.31
1150	16	40	 9.99	25.97
1151	16	41	 9.99	26.64
1152	16	42	 9.99	27.31
1153	16	43	 9.99	27.97
1154	16	44	 9.99	28.64
1155	16	45	 9.99	29.30
1156	16	46	 9.99	29.97
1157	16	47	 9.99	30.64
1158	16	48	 9.99	31.30
1159	16	49	 9.99	31.97
1160	16	50	 9.99	32.63
1161	16	51	 9.99	33.30
1162	16	52	 9.99	33.97
1163	16	53	 9.99	34.63
1164	16	54	 9.99	35.30
1165	16	55	 9.99	35.96
1166	16	56	 9.99	36.63
1167	16	57	 9.99	37.30
1168	16	58	 9.99	37.96
1169	16	59	 9.99	38.63
1170	16	60	 9.99	39.29
1171	16	61	 9.99	39.96
1172	16	62	 9.99	40.63
1173	16	63	 9.99	41.29
1174	16	64	 9.99	41.96
1175	16	65	 9.99	42.62
1176	16	66	 9.99	43.29
1177	16	67	 9.99	43.96
1178	16	68	 9.99	44.62
1179	16	69	 9.99	45.29
1180	16	70	 9.99	45.95
1181	16	71	 9.99	46.62
1182	16	72	 9.99	47.29
1183	16	73	 9.99	47.95
1184	16	74	 9.99	48.62
1185	17	1	10.66	 0.00
1186	17	2	10.66	 0.67
1187	17	3	10.66	 1.33
1188	17	4	10.66	 2.00
1189	17	5	10.66	 2.66
1190	17	6	10.66	 3.33
1191	17	7	10.66	 4.00
1192	17	8	10.66	 4.66
1193	17	9	10.66	 5.33
1194	17	10	10.66	 5.99
1195	17	11	10.66	 6.66
1196	17	12	10.66	 7.33
1197	17	13	10.66	 7.99
1198	17	14	10.66	 8.66
1199	17	15	10.66	 9.32
1200	17	16	10.66	 9.99
1201	17	17	10.66	10.66
1202	17	18	10.66	11.32
1203	17	19	10.66	11.99
1204	17	20	10.66	12.65
1205	17	21	10.66	13.32
1206	17	22	10.66	13.99
1207	17	23	10.66	14.65
1208	17	24	10.66	15.32
1209	17	25	10.66	15.98
1210	17	26	10.66	16.65
1211	17	27	10.66	17.32
1212	17	28	10.66	17.98
1213	17	29	10.66	18.65
1214	17	30	10.66	19.31
1215	17	31	10.66	19.98
1216	17	32	10.66	20.65
1217	17	33	10.66	21.31
1218	17	34	10.66	21.98
1219	17	35	10.66	22.64
1220	17	36	10.66	23.31
1221	17	37	10.66	23.98
1222	17	38	10.66	24.64
1223	17	39	10.66	25.31
1224	17	40	10.66	25.97
1225	17	41	10.66	26.64
1226	17	42	10.66	27.31
1227	17	43	10.66	27.97
1228	17	44	10.66	28.64
1229	17	45	10.66	29.30
1230	17	46	10.66	29.97
1231	17	47	10.66	30.64
1232	17	48	10.66	31.30
1233	17	49	10.66	31.97
1234	17	50	10.66	32.63
1235	17	51	10.66	33.30
1236	17	52	10.66	33.97
1237	17	53	10.66	34.63
1238	17	54	10.66	35.30
1239	17	55	10.66	35.96
1240	17	56	10.66	36.63
1241	17	57	10.66	37.30
1242	17	58	10.66	37.96
1243	17	59	10.66	38.63
1244	17	60	10.66	39.29
1245	17	61	10.66	39.96
1246	17	62	10.66	40.63
1247	17	63	10.66	41.29
1248	17	64	10.66	41.96
1249	17	65	10.66	42.62
1250	17	66	10.66	43.29
1251	17	67	10.66	43.96
1252	17	68	10.66	44.62
1253	17	69	10.66	45.29
1254	17	70	10.66	45.95
1255	17	71	10.66	46.62
1256	17	72	10.66	47.29
1257	17	73	10.66	47.95
1258	17	74	10.66	48.62
1259	18	1	11.32	 0.00
1260	18	2	11.32	 0.67
1261	18	3	11.32	 1.33
1262	18	4	11.32	 2.00
1263	18	5	11.32	 2.66
1264	18	6	11.32	 3.33
1265	18	7	11.32	 4.00
1266	18	8	11.32	 4.66
1267	18	9	11.32	 5.33
1268	18	10	11.32	 5.99
1269	18	11	11.32	 6.66
1270	18	12	11.32	 7.33
1271	18	13	11.32	 7.99
1272	18	14	11.32	 8.66
1273	18	15	11.32	 9.32
1274	18	16	11.32	 9.99
1275	18	17	11.32	10.66
1276	18	18	11.32	11.32
1277	18	19	11.32	11.99
1278	18	20	11.32	12.65
1279	18	21	11.32	13.32
1280	18	22	11.32	13.99
1281	18	23	11.32	14.65
1282	18	24	11.32	15.32
1283	18	25	11.32	15.98
1284	18	26	11.32	16.65
1285	18	27	11.32	17.32
1286	18	28	11.32	17.98
1287	18	29	11.32	18.65
1288	18	30	11.32	19.31
1289	18	31	11.32	19.98
1290	18	32	11.32	20.65
1291	18	33	11.32	21.31
1292	18	34	11.32	21.98
1293	18	35	11.32	22.64
1294	18	36	11.32	23.31
1295	18	37	11.32	23.98
1296	18	38	11.32	24.64
1297	18	39	11.32	25.31
1298	18	40	11.32	25.97
1299	18	41	11.32	26.64
1300	18	42	11.32	27.31
1301	18	43	11.32	27.97
1302	18	44	11.32	28.64
1303	18	45	11.32	29.30
1304	18	46	11.32	29.97
1305	18	47	11.32	30.64
1306	18	48	11.32	31.30
1307	18	49	11.32	31.97
1308	18	50	11.32	32.63
1309	18	51	11.32	33.30
1310	18	52	11.32	33.97
1311	18	53	11.32	34.63
1312	18	54	11.32	35.30
1313	18	55	11.32	35.96
1314	18	56	11.32	36.63
1315	18	57	11.32	37.30
1316	18	58	11.32	37.96
1317	18	59	11.32	38.63
1318	18	60	11.32	39.29
1319	18	61	11.32	39.96
1320	18	62	11.32	40.63
1321	18	63	11.32	41.29
1322	18	64	11.32	41.96
1323	18	65	11.32	42.62
1324	18	66	11.32	43.29
1325	18	67	11.32	43.96
1326	18	68	11.32	44.62
1327	18	69	11.32	45.29
1328	18	70	11.32	45.95
1329	18	71	11.32	46.62
1330	18	72	11.32	47.29
1331	18	73	11.32	47.95
1332	18	74	11.32	48.62
1333	19	1	11.99	 0.00
1334	19	2	11.99	 0.67
1335	19	3	11.99	 1.33
1336	19	4	11.99	 2.00
1337	19	5	11.99	 2.66
1338	19	6	11.99	 3.33
1339	19	7	11.99	 4.00
1340	19	8	11.99	 4.66
1341	19	9	11.99	 5.33
1342	19	10	11.99	 5.99
1343	19	11	11.99	 6.66
1344	19	12	11.99	 7.33
1345	19	13	11.99	 7.99
1346	19	14	11.99	 8.66
1347	19	15	11.99	 9.32
1348	19	16	11.99	 9.99
1349	19	17	11.99	10.66
1350	19	18	11.99	11.32
1351	19	19	11.99	11.99
1352	19	20	11.99	12.65
1353	19	21	11.99	13.32
1354	19	22	11.99	13.99
1355	19	23	11.99	14.65
1356	19	24	11.99	15.32
1357	19	25	11.99	15.98
1358	19	26	11.99	16.65
1359	19	27	11.99	17.32
1360	19	28	11.99	17.98
1361	19	29	11.99	18.65
1362	19	30	11.99	19.31
1363	19	31	11.99	19.98
1364	19	32	11.99	20.65
1365	19	33	11.99	21.31
1366	19	34	11.99	21.98
1367	19	35	11.99	22.64
1368	19	36	11.99	23.31
1369	19	37	11.99	23.98
1370	19	38	11.99	24.64
1371	19	39	11.99	25.31
1372	19	40	11.99	25.97
1373	19	41	11.99	26.64
1374	19	42	11.99	27.31
1375	19	43	11.99	27.97
1376	19	44	11.99	28.64
1377	19	45	11.99	29.30
1378	19	46	11.99	29.97
1379	19	47	11.99	30.64
1380	19	48	11.99	31.30
1381	19	49	11.99	31.97
1382	19	50	11.99	32.63
1383	19	51	11.99	33.30
1384	19	52	11.99	33.97
1385	19	53	11.99	34.63
1386	19	54	11.99	35.30
1387	19	55	11.99	35.96
1388	19	56	11.99	36.63
1389	19	57	11.99	37.30
1390	19	58	11.99	37.96
1391	19	59	11.99	38.63
1392	19	60	11.99	39.29
1393	19	61	11.99	39.96
1394	19	62	11.99	40.63
1395	19	63	11.99	41.29
1396	19	64	11.99	41.96
1397	19	65	11.99	42.62
1398	19	66	11.99	43.29
1399	19	67	11.99	43.96
1400	19	68	11.99	44.62
1401	19	69	11.99	45.29
1402	19	70	11.99	45.95
1403	19	71	11.99	46.62
1404	19	72	11.99	47.29
1405	19	73	11.99	47.95
1406	19	74	11.99	48.62
1407	20	1	12.65	 0.00
1408	20	2	12.65	 0.67
1409	20	3	12.65	 1.33
1410	20	4	12.65	 2.00
1411	20	5	12.65	 2.66
1412	20	6	12.65	 3.33
1413	20	7	12.65	 4.00
1414	20	8	12.65	 4.66
1415	20	9	12.65	 5.33
1416	20	10	12.65	 5.99
1417	20	11	12.65	 6.66
1418	20	12	12.65	 7.33
1419	20	13	12.65	 7.99
1420	20	14	12.65	 8.66
1421	20	15	12.65	 9.32
1422	20	16	12.65	 9.99
1423	20	17	12.65	10.66
1424	20	18	12.65	11.32
1425	20	19	12.65	11.99
1426	20	20	12.65	12.65
1427	20	21	12.65	13.32
1428	20	22	12.65	13.99
1429	20	23	12.65	14.65
1430	20	24	12.65	15.32
1431	20	25	12.65	15.98
1432	20	26	12.65	16.65
1433	20	27	12.65	17.32
1434	20	28	12.65	17.98
1435	20	29	12.65	18.65
1436	20	30	12.65	19.31
1437	20	31	12.65	19.98
1438	20	32	12.65	20.65
1439	20	33	12.65	21.31
1440	20	34	12.65	21.98
1441	20	35	12.65	22.64
1442	20	36	12.65	23.31
1443	20	37	12.65	23.98
1444	20	38	12.65	24.64
1445	20	39	12.65	25.31
1446	20	40	12.65	25.97
1447	20	41	12.65	26.64
1448	20	42	12.65	27.31
1449	20	43	12.65	27.97
1450	20	44	12.65	28.64
1451	20	45	12.65	29.30
1452	20	46	12.65	29.97
1453	20	47	12.65	30.64
1454	20	48	12.65	31.30
1455	20	49	12.65	31.97
1456	20	50	12.65	32.63
1457	20	51	12.65	33.30
1458	20	52	12.65	33.97
1459	20	53	12.65	34.63
1460	20	54	12.65	35.30
1461	20	55	12.65	35.96
1462	20	56	12.65	36.63
1463	20	57	12.65	37.30
1464	20	58	12.65	37.96
1465	20	59	12.65	38.63
1466	20	60	12.65	39.29
1467	20	61	12.65	39.96
1468	20	62	12.65	40.63
1469	20	63	12.65	41.29
1470	20	64	12.65	41.96
1471	20	65	12.65	42.62
1472	20	66	12.65	43.29
1473	20	67	12.65	43.96
1474	20	68	12.65	44.62
1475	20	69	12.65	45.29
1476	20	70	12.65	45.95
1477	20	71	12.65	46.62
1478	20	72	12.65	47.29
1479	20	73	12.65	47.95
1480	20	74	12.65	48.62
1481	21	1	13.32	 0.00
1482	21	2	13.32	 0.67
1483	21	3	13.32	 1.33
1484	21	4	13.32	 2.00
1485	21	5	13.32	 2.66
1486	21	6	13.32	 3.33
1487	21	7	13.32	 4.00
1488	21	8	13.32	 4.66
1489	21	9	13.32	 5.33
1490	21	10	13.32	 5.99
1491	21	11	13.32	 6.66
1492	21	12	13.32	 7.33
1493	21	13	13.32	 7.99
1494	21	14	13.32	 8.66
1495	21	15	13.32	 9.32
1496	21	16	13.32	 9.99
1497	21	17	13.32	10.66
1498	21	18	13.32	11.32
1499	21	19	13.32	11.99
1500	21	20	13.32	12.65
1501	21	21	13.32	13.32
1502	21	22	13.32	13.99
1503	21	23	13.32	14.65
1504	21	24	13.32	15.32
1505	21	25	13.32	15.98
1506	21	26	13.32	16.65
1507	21	27	13.32	17.32
1508	21	28	13.32	17.98
1509	21	29	13.32	18.65
1510	21	30	13.32	19.31
1511	21	31	13.32	19.98
1512	21	32	13.32	20.65
1513	21	33	13.32	21.31
1514	21	34	13.32	21.98
1515	21	35	13.32	22.64
1516	21	36	13.32	23.31
1517	21	37	13.32	23.98
1518	21	38	13.32	24.64
1519	21	39	13.32	25.31
1520	21	40	13.32	25.97
1521	21	41	13.32	26.64
1522	21	42	13.32	27.31
1523	21	43	13.32	27.97
1524	21	44	13.32	28.64
1525	21	45	13.32	29.30
1526	21	46	13.32	29.97
1527	21	47	13.32	30.64
1528	21	48	13.32	31.30
1529	21	49	13.32	31.97
1530	21	50	13.32	32.63
1531	21	51	13.32	33.30
1532	21	52	13.32	33.97
1533	21	53	13.32	34.63
1534	21	54	13.32	35.30
1535	21	55	13.32	35.96
1536	21	56	13.32	36.63
1537	21	57	13.32	37.30
1538	21	58	13.32	37.96
1539	21	59	13.32	38.63
1540	21	60	13.32	39.29
1541	21	61	13.32	39.96
1542	21	62	13.32	40.63
1543	21	63	13.32	41.29
1544	21	64	13.32	41.96
1545	21	65	13.32	42.62
1546	21	66	13.32	43.29
1547	21	67	13.32	43.96
1548	21	68	13.32	44.62
1549	21	69	13.32	45.29
1550	21	70	13.32	45.95
1551	21	71	13.32	46.62
1552	21	72	13.32	47.29
1553	21	73	13.32	47.95
1554	21	74	13.32	48.62
1555	22	1	13.99	 0.00
1556	22	2	13.99	 0.67
1557	22	3	13.99	 1.33
1558	22	4	13.99	 2.00
1559	22	5	13.99	 2.66
1560	22	6	13.99	 3.33
1561	22	7	13.99	 4.00
1562	22	8	13.99	 4.66
1563	22	9	13.99	 5.33
1564	22	10	13.99	 5.99
1565	22	11	13.99	 6.66
1566	22	12	13.99	 7.33
1567	22	13	13.99	 7.99
1568	22	14	13.99	 8.66
1569	22	15	13.99	 9.32
1570	22	16	13.99	 9.99
1571	22	17	13.99	10.66
1572	22	18	13.99	11.32
1573	22	19	13.99	11.99
1574	22	20	13.99	12.65
1575	22	21	13.99	13.32
1576	22	22	13.99	13.99
1577	22	23	13.99	14.65
1578	22	24	13.99	15.32
1579	22	25	13.99	15.98
1580	22	26	13.99	16.65
1581	22	27	13.99	17.32
1582	22	28	13.99	17.98
1583	22	29	13.99	18.65
1584	22	30	13.99	19.31
1585	22	31	13.99	19.98
1586	22	32	13.99	20.65
1587	22	33	13.99	21.31
1588	22	34	13.99	21.98
1589	22	35	13.99	22.64
1590	22	36	13.99	23.31
1591	22	37	13.99	23.98
1592	22	38	13.99	24.64
1593	22	39	13.99	25.31
1594	22	40	13.99	25.97
1595	22	41	13.99	26.64
1596	22	42	13.99	27.31
1597	22	43	13.99	27.97
1598	22	44	13.99	28.64
1599	22	45	13.99	29.30
1600	22	46	13.99	29.97
1601	22	47	13.99	30.64
1602	22	48	13.99	31.30
1603	22	49	13.99	31.97
1604	22	50	13.99	32.63
1605	22	51	13.99	33.30
1606	22	52	13.99	33.97
1607	22	53	13.99	34.63
1608	22	54	13.99	35.30
1609	22	55	13.99	35.96
1610	22	56	13.99	36.63
1611	22	57	13.99	37.30
1612	22	58	13.99	37.96
1613	22	59	13.99	38.63
1614	22	60	13.99	39.29
1615	22	61	13.99	39.96
1616	22	62	13.99	40.63
1617	22	63	13.99	41.29
1618	22	64	13.99	41.96
1619	22	65	13.99	42.62
1620	22	66	13.99	43.29
1621	22	67	13.99	43.96
1622	22	68	13.99	44.62
1623	22	69	13.99	45.29
1624	22	70	13.99	45.95
1625	22	71	13.99	46.62
1626	22	72	13.99	47.29
1627	22	73	13.99	47.95
1628	22	74	13.99	48.62
1629	23	1	14.65	 0.00
1630	23	2	14.65	 0.67
1631	23	3	14.65	 1.33
1632	23	4	14.65	 2.00
1633	23	5	14.65	 2.66
1634	23	6	14.65	 3.33
1635	23	7	14.65	 4.00
1636	23	8	14.65	 4.66
1637	23	9	14.65	 5.33
1638	23	10	14.65	 5.99
1639	23	11	14.65	 6.66
1640	23	12	14.65	 7.33
1641	23	13	14.65	 7.99
1642	23	14	14.65	 8.66
1643	23	15	14.65	 9.32
1644	23	16	14.65	 9.99
1645	23	17	14.65	10.66
1646	23	18	14.65	11.32
1647	23	19	14.65	11.99
1648	23	20	14.65	12.65
1649	23	21	14.65	13.32
1650	23	22	14.65	13.99
1651	23	23	14.65	14.65
1652	23	24	14.65	15.32
1653	23	25	14.65	15.98
1654	23	26	14.65	16.65
1655	23	27	14.65	17.32
1656	23	28	14.65	17.98
1657	23	29	14.65	18.65
1658	23	30	14.65	19.31
1659	23	31	14.65	19.98
1660	23	32	14.65	20.65
1661	23	33	14.65	21.31
1662	23	34	14.65	21.98
1663	23	35	14.65	22.64
1664	23	36	14.65	23.31
1665	23	37	14.65	23.98
1666	23	38	14.65	24.64
1667	23	39	14.65	25.31
1668	23	40	14.65	25.97
1669	23	41	14.65	26.64
1670	23	42	14.65	27.31
1671	23	43	14.65	27.97
1672	23	44	14.65	28.64
1673	23	45	14.65	29.30
1674	23	46	14.65	29.97
1675	23	47	14.65	30.64
1676	23	48	14.65	31.30
1677	23	49	14.65	31.97
1678	23	50	14.65	32.63
1679	23	51	14.65	33.30
1680	23	52	14.65	33.97
1681	23	53	14.65	34.63
1682	23	54	14.65	35.30
1683	23	55	14.65	35.96
1684	23	56	14.65	36.63
1685	23	57	14.65	37.30
1686	23	58	14.65	37.96
1687	23	59	14.65	38.63
1688	23	60	14.65	39.29
1689	23	61	14.65	39.96
1690	23	62	14.65	40.63
1691	23	63	14.65	41.29
1692	23	64	14.65	41.96
1693	23	65	14.65	42.62
1694	23	66	14.65	43.29
1695	23	67	14.65	43.96
1696	23	68	14.65	44.62
1697	23	69	14.65	45.29
1698	23	70	14.65	45.95
1699	23	71	14.65	46.62
1700	23	72	14.65	47.29
1701	23	73	14.65	47.95
1702	23	74	14.65	48.62
1703	24	1	15.32	 0.00
1704	24	2	15.32	 0.67
1705	24	3	15.32	 1.33
1706	24	4	15.32	 2.00
1707	24	5	15.32	 2.66
1708	24	6	15.32	 3.33
1709	24	7	15.32	 4.00
1710	24	8	15.32	 4.66
1711	24	9	15.32	 5.33
1712	24	10	15.32	 5.99
1713	24	11	15.32	 6.66
1714	24	12	15.32	 7.33
1715	24	13	15.32	 7.99
1716	24	14	15.32	 8.66
1717	24	15	15.32	 9.32
1718	24	16	15.32	 9.99
1719	24	17	15.32	10.66
1720	24	18	15.32	11.32
1721	24	19	15.32	11.99
1722	24	20	15.32	12.65
1723	24	21	15.32	13.32
1724	24	22	15.32	13.99
1725	24	23	15.32	14.65
1726	24	24	15.32	15.32
1727	24	25	15.32	15.98
1728	24	26	15.32	16.65
1729	24	27	15.32	17.32
1730	24	28	15.32	17.98
1731	24	29	15.32	18.65
1732	24	30	15.32	19.31
1733	24	31	15.32	19.98
1734	24	32	15.32	20.65
1735	24	33	15.32	21.31
1736	24	34	15.32	21.98
1737	24	35	15.32	22.64
1738	24	36	15.32	23.31
1739	24	37	15.32	23.98
1740	24	38	15.32	24.64
1741	24	39	15.32	25.31
1742	24	40	15.32	25.97
1743	24	41	15.32	26.64
1744	24	42	15.32	27.31
1745	24	43	15.32	27.97
1746	24	44	15.32	28.64
1747	24	45	15.32	29.30
1748	24	46	15.32	29.97
1749	24	47	15.32	30.64
1750	24	48	15.32	31.30
1751	24	49	15.32	31.97
1752	24	50	15.32	32.63
1753	24	51	15.32	33.30
1754	24	52	15.32	33.97
1755	24	53	15.32	34.63
1756	24	54	15.32	35.30
1757	24	55	15.32	35.96
1758	24	56	15.32	36.63
1759	24	57	15.32	37.30
1760	24	58	15.32	37.96
1761	24	59	15.32	38.63
1762	24	60	15.32	39.29
1763	24	61	15.32	39.96
1764	24	62	15.32	40.63
1765	24	63	15.32	41.29
1766	24	64	15.32	41.96
1767	24	65	15.32	42.62
1768	24	66	15.32	43.29
1769	24	67	15.32	43.96
1770	24	68	15.32	44.62
1771	24	69	15.32	45.29
1772	24	70	15.32	45.95
1773	24	71	15.32	46.62
1774	24	72	15.32	47.29
